Wed Feb  3 21:32:57 2021
Windows-10-10.0.19041
Ren'Py 7.4.1.1270
 

Bootstrap to the start of init.init took 0.06s
Early init took 0.00s
Loader init took 0.09s
Loading error handling took 0.02s
Loading script took 0.13s
Loading save slot metadata. took 0.01s
Loading persistent took 0.00s
Importing _renpysteam: ImportError('No module named _renpysteam',)
[<game.Charac object at 0x04a755d0>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>, <game.Charac object at 0x04a75d70>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>, <game.Charac object at 0x04a75d70>, <game.Charac object at 0x04a75d90>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>, <game.Charac object at 0x04a75d70>, <game.Charac object at 0x04a75d90>, <game.Charac object at 0x04a75db0>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>, <game.Charac object at 0x04a75d70>, <game.Charac object at 0x04a75d90>, <game.Charac object at 0x04a75db0>, <game.Charac object at 0x04a75dd0>]
[<game.Charac object at 0x04a755d0>, <game.Charac object at 0x04a75c90>, <game.Charac object at 0x04a75cf0>, <game.Charac object at 0x04a75d70>, <game.Charac object at 0x04a75d90>, <game.Charac object at 0x04a75db0>, <game.Charac object at 0x04a75dd0>, <game.Charac object at 0x04a75df0>]
 __ __ __ Hunter __ __ __
{'status': 'Alive and Well', 'name': 'Tudor 31', 'hunger': 100, 'age': 31, 'maxhealth': 89, 'passionFishing': 10, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 10, 'passionHunting': 10, 'passionForaging': 8, 'currenthealth': 66, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 73', 'hunger': 100, 'age': 49, 'maxhealth': 71, 'passionFishing': 6, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 10, 'passionForaging': 6, 'currenthealth': 53, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 5', 'hunger': 100, 'age': 25, 'maxhealth': 95, 'passionFishing': 7, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 7, 'passionHunting': 9, 'passionForaging': 4, 'currenthealth': 71, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 13', 'hunger': 100, 'age': 46, 'maxhealth': 74, 'passionFishing': 2, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 9, 'passionForaging': 7, 'currenthealth': 55, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 14', 'hunger': 100, 'age': 58, 'maxhealth': 62, 'passionFishing': 1, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 7, 'passionHunting': 9, 'passionForaging': 2, 'currenthealth': 46, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 98', 'hunger': 100, 'age': 41, 'maxhealth': 79, 'passionFishing': 3, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 6, 'passionHunting': 9, 'passionForaging': 7, 'currenthealth': 59, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 24', 'hunger': 100, 'age': 43, 'maxhealth': 77, 'passionFishing': 7, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 5, 'passionHunting': 8, 'passionForaging': 6, 'currenthealth': 57, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 32', 'hunger': 100, 'age': 26, 'maxhealth': 94, 'passionFishing': 2, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 3, 'passionHunting': 8, 'passionForaging': 5, 'currenthealth': 70, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 78', 'hunger': 100, 'age': 59, 'maxhealth': 61, 'passionFishing': 3, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 8, 'passionForaging': 3, 'currenthealth': 45, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
{'status': 'Alive and Well', 'name': 'Tudor 53', 'hunger': 100, 'age': 38, 'maxhealth': 82, 'passionFishing': 7, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 7, 'passionForaging': 4, 'currenthealth': 61, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Hunter'}
 __ __ __ Forager __ __ __
{'status': 'Alive and Well', 'name': 'Tudor 49', 'hunger': 100, 'age': 58, 'maxhealth': 62, 'passionFishing': 9, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 5, 'passionForaging': 10, 'currenthealth': 46, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 36', 'hunger': 100, 'age': 43, 'maxhealth': 77, 'passionFishing': 2, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 4, 'passionForaging': 9, 'currenthealth': 57, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 63', 'hunger': 100, 'age': 41, 'maxhealth': 79, 'passionFishing': 3, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 2, 'passionHunting': 4, 'passionForaging': 9, 'currenthealth': 59, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 65', 'hunger': 100, 'age': 60, 'maxhealth': 60, 'passionFishing': 6, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 7, 'passionHunting': 4, 'passionForaging': 9, 'currenthealth': 45, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 74', 'hunger': 100, 'age': 30, 'maxhealth': 90, 'passionFishing': 7, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 6, 'passionHunting': 9, 'passionForaging': 9, 'currenthealth': 67, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 85', 'hunger': 100, 'age': 23, 'maxhealth': 97, 'passionFishing': 9, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 6, 'passionHunting': 5, 'passionForaging': 9, 'currenthealth': 72, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 97', 'hunger': 100, 'age': 48, 'maxhealth': 72, 'passionFishing': 5, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 5, 'passionHunting': 7, 'passionForaging': 9, 'currenthealth': 54, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 7', 'hunger': 100, 'age': 24, 'maxhealth': 96, 'passionFishing': 3, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 7, 'passionForaging': 8, 'currenthealth': 72, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 9', 'hunger': 100, 'age': 50, 'maxhealth': 70, 'passionFishing': 5, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 4, 'passionHunting': 7, 'passionForaging': 8, 'currenthealth': 52, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
{'status': 'Alive and Well', 'name': 'Tudor 15', 'hunger': 100, 'age': 42, 'maxhealth': 78, 'passionFishing': 5, 'hasPelt': 0, 'hasFire': 0, 'passionGathering': 6, 'passionHunting': 4, 'passionForaging': 8, 'currenthealth': 58, 'maxwarmth': 100, 'warmth': 100, 'maxhunger': 100, 'occupation': 'Forager'}
 __ __ __ Gatherer __ __ __
